biorxiv_doi,preprint_category,preprint_date,published_date,days_to_publication,published_journal,jaccard_similarity,preprint_word_count,published_word_count,year,primary_label,primary_hedging,preprint_primary_type,published_primary_type,s1_label,s1_hedging,s2_label,s2_hedging,source
10.1101/2023.03.13.532061,ecology,2023-03-14,2023-10-03,203.0,ISME communications,1.0,229,240,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2023.10.05.561069,neuroscience,2023-10-07,2023-12-04,58.0,Acta neuropathologica communications,0.9231,198,197,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.01.11.902981,molecular biology,2020-01-13,2021-04-08,451.0,The Journal of cell biology,0.4419,245,161,2020,major,unchanged,association,association,minor,unchanged,major,unchanged,pilot
10.1101/2020.07.13.201087,neuroscience,2020-07-14,2022-03-01,595.0,Heliyon,0.981,165,167,2020,minor,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.06.01.127530,genetics,2020-06-02,2021-03-26,297.0,Genome medicine,0.4097,592,346,2020,major,weakened,association,association,unchanged,unchanged,major,,pilot
10.1101/2021.09.21.461119,neuroscience,2021-09-24,2021-11-08,45.0,Pharmacological research,0.975,250,250,2021,unchanged,unchanged,therapeutic,therapeutic,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2023.09.04.556252,neuroscience,2023-09-05,2024-06-11,280.0,Nature communications,0.5282,149,143,2023,minor,unchanged,mechanism,mechanism,major,unchanged,major,unchanged,pilot
10.1101/2023.09.30.560263,genetics,2023-10-02,2024-03-13,163.0,"Bioinformatics (Oxford, England)",0.9545,111,109,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.07.18.210260,neuroscience,2020-07-19,2021-04-25,280.0,The Journal of experimental biology,0.4507,202,154,2020,minor,unchanged,mechanism,mechanism,major,weakened,major,,pilot
10.1101/2021.11.30.470624,plant biology,2021-12-01,2022-02-15,76.0,Frontiers in plant science,1.0,104,104,2021,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.08.18.256289,animal behavior and cognition,2020-08-20,2021-08-20,365.0,The Journal of experimental biology,0.3211,156,249,2020,major,strengthened,association,mechanism,major,,major,,pilot
10.1101/2022.01.31.478461,bioinformatics,2022-02-01,2022-04-15,73.0,Nucleic acids research,0.9403,195,191,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,pilot
10.1101/2022.04.26.489446,neuroscience,2022-04-26,2022-08-23,119.0,Cell reports,0.8706,118,115,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,pilot
10.1101/2020.11.09.373845,neuroscience,2020-11-09,2021-05-21,193.0,Communications biology,0.9579,138,140,2020,minor,weakened,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.03.02.973677,bioinformatics,2020-03-04,2021-08-23,537.0,PLoS computational biology,0.9186,282,290,2020,unchanged,unchanged,method,method,minor,unchanged,unchanged,unchanged,pilot
10.1101/2020.09.09.288910,neuroscience,2020-09-09,2021-09-09,365.0,Neuroimage. Reports,1.0,269,269,2020,unchanged,unchanged,null_result,null_result,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.09.30.320606,systems biology,2020-10-02,2021-04-30,210.0,PloS one,0.4647,268,193,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,major,weakened,pilot
10.1101/2023.02.06.527363,genomics,2023-02-06,2023-08-09,184.0,Ecology and evolution,0.9935,250,253,2023,minor,unchanged,method,method,unchanged,unchanged,minor,unchanged,pilot
10.1101/2023.07.28.550956,neuroscience,2023-07-29,2024-01-26,181.0,Proceedings of the National Academy of Sciences of the United States of America,0.8155,369,246,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2022.01.04.475004,plant biology,2022-01-05,2022-05-24,139.0,Journal of experimental botany,0.8462,229,206,2022,major,weakened,mechanism,association,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2022.05.20.492817,neuroscience,2022-05-21,2023-09-29,496.0,Science advances,0.5565,154,125,2022,major,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,pilot
10.1101/2022.11.10.516009,neuroscience,2022-11-13,2023-10-09,330.0,Neuron,0.4938,224,151,2022,major,weakened,descriptive,descriptive,major,weakened,major,unchanged,pilot
10.1101/768911,plant biology,2019-09-14,2021-01-25,499.0,PLoS genetics,0.8632,152,155,2019,unchanged,unchanged,descriptive,descriptive,major,unchanged,major,unchanged,pilot
10.1101/2022.04.01.486688,microbiology,2022-04-01,2022-07-18,108.0,mSystems,0.6829,249,395,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,pilot
10.1101/2020.05.29.123075,neuroscience,2020-05-31,2021-06-15,380.0,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,0.3858,266,151,2020,minor,weakened,descriptive,descriptive,minor,unchanged,minor,unchanged,pilot
10.1101/2023.01.24.523981,neuroscience,2023-01-25,2024-03-30,430.0,Brain : a journal of neurology,0.9524,171,171,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,pilot
10.1101/2021.11.11.467980,biochemistry,2021-11-12,2022-03-31,139.0,Proceedings of the National Academy of Sciences of the United States of America,0.8098,361,241,2021,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2022.11.26.518060,neuroscience,2022-11-28,2023-04-12,135.0,Frontiers in aging neuroscience,0.5128,408,312,2022,minor,unchanged,mechanism,mechanism,major,unchanged,major,unchanged,pilot
10.1101/2022.03.23.485437,evolutionary biology,2022-03-25,2022-09-23,182.0,International journal of molecular sciences,0.6136,253,161,2022,major,weakened,descriptive,descriptive,unchanged,unchanged,major,,pilot
10.1101/2023.03.10.532035,bioengineering,2023-03-10,2023-11-10,245.0,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",0.9048,147,146,2023,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,pilot
10.1101/2021.08.02.454383,bioengineering,2021-08-03,2022-01-14,164.0,Artificial organs,0.7778,218,238,2021,major,strengthened,null_result,association,unchanged,unchanged,minor,unchanged,pilot
10.1101/2023.03.29.534802,biophysics,2023-04-01,2023-07-24,114.0,ACS chemical neuroscience,0.8828,205,228,2023,unchanged,unchanged,association,association,unchanged,unchanged,major,,pilot
10.1101/2022.04.20.488915,molecular biology,2022-04-20,2023-01-30,285.0,Frontiers in plant science,0.9294,147,140,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,pilot
10.1101/2022.09.12.507717,pharmacology and toxicology,2022-09-15,2023-01-25,132.0,Antimicrobial agents and chemotherapy,0.913,247,248,2022,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.10.22.349761,molecular biology,2020-10-22,2021-08-02,284.0,Journal of extracellular vesicles,0.9745,248,248,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2022.10.04.510855,biochemistry,2022-10-04,2022-12-13,70.0,Analytical chemistry,0.8765,223,234,2022,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,pilot
10.1101/2020.04.19.048819,neuroscience,2020-04-19,2021-03-10,325.0,Nature communications,0.8142,152,154,2020,major,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,pilot
10.1101/2020.12.22.423164,bioinformatics,2020-12-23,2021-12-20,362.0,"GigaByte (Hong Kong, China)",0.974,98,99,2020,minor,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,pilot
10.1101/2020.02.25.964247,microbiology,2020-02-25,2021-01-12,322.0,Frontiers in microbiology,0.9213,481,290,2020,minor,unchanged,descriptive,descriptive,major,unchanged,minor,unchanged,pilot
10.1101/2023.08.02.551582,biophysics,2023-08-04,2024-04-16,256.0,PloS one,0.9919,235,232,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.10.29.360669,bioinformatics,2020-10-29,2021-06-15,229.0,PLoS computational biology,0.7542,380,237,2020,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2023.06.16.545227,molecular biology,2023-06-16,2024-06-19,369.0,Nature communications,0.9297,188,176,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,major,,pilot
10.1101/231209,evolutionary biology,2017-12-11,2021-09-16,1375.0,Evolution; international journal of organic evolution,0.9456,232,234,2017,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,pilot
10.1101/2023.06.09.544324,bioengineering,2023-06-11,2023-10-04,115.0,ACS synthetic biology,0.6884,175,172,2023,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,pilot
10.1101/845354,evolutionary biology,2019-11-17,2021-11-17,731.0,Proceedings of the National Academy of Sciences of the United States of America,0.5598,344,234,2019,minor,strengthened,mechanism,mechanism,unchanged,unchanged,major,weakened,pilot
10.1101/2025.02.07.637087,scientific communication and education,2025-02-10,2025-02-27,17.0,mAbs,0.9606,183,183,2025,minor,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,pilot
10.1101/2023.01.27.525734,bioinformatics,2023-01-27,2023-06-16,140.0,"Bioinformatics (Oxford, England)",0.9505,124,125,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2023.11.10.566613,pharmacology and toxicology,2023-11-14,2024-03-22,129.0,Toxicological sciences : an official journal of the Society of Toxicology,0.9431,247,252,2023,minor,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,pilot
10.1101/2020.07.24.219279,scientific communication and education,2020-07-24,2021-05-21,301.0,Heliyon,0.4787,290,294,2020,minor,strengthened,descriptive,descriptive,minor,unchanged,minor,unchanged,pilot
10.1101/2022.06.16.496330,microbiology,2022-06-16,2022-08-24,69.0,Biofilm,0.9923,194,198,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,pilot
10.1101/2024.04.08.588502,neuroscience,2024-04-12,2024-09-24,165.0,Journal of neuroinflammation,0.9226,239,239,2024,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,pilot
10.1101/2021.09.29.462347,ecology,2021-10-01,2022-08-24,327.0,Communications biology,0.7591,195,183,2021,major,weakened,mechanism,mechanism,minor,unchanged,unchanged,unchanged,pilot
10.1101/2021.01.13.426421,evolutionary biology,2021-01-13,2021-06-30,168.0,Molecular biology and evolution,0.9634,271,272,2021,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2023.12.18.572180,pathology,2023-12-19,2024-05-03,136.0,Acta neuropathologica communications,0.8571,295,319,2023,minor,strengthened,association,association,minor,unchanged,unchanged,unchanged,pilot
10.1101/2020.07.05.188276,bioinformatics,2020-07-06,2024-11-18,1596.0,PLoS genetics,1.0,198,198,2020,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2023.05.15.540745,microbiology,2023-05-15,2024-10-09,513.0,PLoS genetics,0.711,455,294,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2024.11.04.621959,cancer biology,2024-11-06,2025-02-14,100.0,Endocrinology,0.9565,249,250,2024,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2022.10.21.512534,biochemistry,2022-10-21,2023-04-05,166.0,PLoS computational biology,0.7128,236,226,2022,minor,unchanged,mechanism,mechanism,minor,weakened,major,strengthened,pilot
10.1101/2022.06.10.495672,genetics,2022-06-12,2022-07-15,33.0,Frontiers in genetics,0.9755,351,349,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,pilot
10.1101/2023.04.01.535211,genomics,2023-04-03,2023-11-10,221.0,Genome medicine,0.4783,150,256,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,major,strengthened,pilot
10.1101/2021.10.22.465407,cell biology,2021-10-22,2023-11-01,740.0,Biophysical reports,0.7988,258,258,2021,minor,unchanged,association,association,major,unchanged,minor,unchanged,pilot
10.1101/2020.10.26.354811,immunology,2020-10-26,2021-02-11,108.0,Nature communications,0.9537,153,153,2020,minor,unchanged,therapeutic,therapeutic,minor,unchanged,unchanged,unchanged,pilot
10.1101/2023.09.11.557226,neuroscience,2023-09-13,2024-07-23,314.0,The Journal of comparative neurology,0.9217,355,365,2023,major,weakened,descriptive,mechanism,unchanged,unchanged,minor,unchanged,pilot
10.1101/2023.01.25.525502,biophysics,2023-01-25,2024-02-21,392.0,The journal of physical chemistry letters,0.3198,279,146,2023,major,weakened,method,descriptive,minor,unchanged,minor,weakened,pilot
10.1101/2021.10.25.465676,microbiology,2021-10-25,2022-06-21,239.0,PLoS genetics,1.0,151,149,2021,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2024.02.23.581746,biochemistry,2024-02-23,2024-09-19,209.0,Nature communications,1.0,200,200,2024,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2023.09.08.556899,cell biology,2023-09-09,2024-09-27,384.0,Current biology : CB,0.7101,270,249,2023,unchanged,unchanged,mechanism,mechanism,minor,weakened,minor,unchanged,pilot
10.1101/2024.03.05.582269,molecular biology,2024-03-08,2024-06-25,109.0,Frontiers in neuroscience,0.9583,297,307,2024,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2024.08.13.607845,bioinformatics,2024-08-16,2025-02-24,192.0,Nature communications,0.5421,69,151,2024,minor,unchanged,method,method,major,,major,,pilot
10.1101/2023.01.05.522845,immunology,2023-01-05,2023-06-02,148.0,Influenza and other respiratory viruses,0.331,189,101,2023,major,strengthened,association,association,major,,major,,pilot
10.1101/2023.11.17.567510,developmental biology,2023-11-17,2024-08-28,285.0,Nature communications,0.7197,196,145,2023,major,unchanged,association,association,major,,minor,unchanged,pilot
10.1101/2021.11.12.468344,microbiology,2021-11-12,2022-12-01,384.0,Communications biology,0.6533,276,250,2021,minor,strengthened,mechanism,mechanism,minor,unchanged,minor,unchanged,pilot
10.1101/2022.09.06.506802,cancer biology,2022-09-06,2023-03-06,181.0,The Journal of cell biology,0.9262,160,162,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,pilot
10.1101/2021.03.30.437750,neuroscience,2021-03-30,2022-02-23,330.0,Brain : a journal of neurology,0.8426,156,138,2021,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2020.11.10.376566,evolutionary biology,2020-11-11,2021-03-24,133.0,Genome biology and evolution,0.9783,236,234,2020,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2021.01.25.428155,genomics,2021-01-27,2021-05-19,112.0,"G3 (Bethesda, Md.)",0.9797,246,246,2021,unchanged,unchanged,method,method,minor,unchanged,unchanged,unchanged,pilot
10.1101/2020.05.09.085613,genomics,2020-05-10,2021-09-28,506.0,Nature communications,0.1588,153,147,2020,major,strengthened,association,mechanism,major,,major,,pilot
10.1101/2021.04.08.436999,microbiology,2021-04-09,2021-12-11,246.0,ISME communications,0.5166,236,249,2021,minor,unchanged,descriptive,descriptive,major,unchanged,major,strengthened,pilot
10.1101/2022.11.28.517441,neuroscience,2022-11-28,2023-04-13,136.0,Scientific reports,0.976,198,198,2022,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2024.07.24.604936,biochemistry,2024-07-25,2024-09-26,63.0,Journal of molecular biology,0.8322,181,222,2024,major,,descriptive,association,minor,unchanged,unchanged,unchanged,pilot
10.1101/2020.06.20.116178,cell biology,2020-06-21,2021-03-05,257.0,Proceedings of the National Academy of Sciences of the United States of America,0.9747,250,256,2020,minor,unchanged,method,method,minor,unchanged,unchanged,unchanged,pilot
10.1101/2020.11.30.403675,evolutionary biology,2020-11-30,2021-02-25,87.0,PloS one,0.9571,236,236,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,pilot
10.1101/2023.01.26.525804,neuroscience,2023-01-27,2024-09-03,585.0,Molecular metabolism,0.47,246,235,2023,minor,weakened,mechanism,mechanism,minor,unchanged,major,,pilot
10.1101/2020.06.23.166066,cancer biology,2020-06-23,2021-07-20,392.0,PLoS computational biology,0.7516,389,192,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/812735,pathology,2019-10-28,2021-03-01,490.0,NPJ breast cancer,0.5235,240,200,2019,minor,unchanged,method,method,major,,unchanged,unchanged,pilot
10.1101/2023.07.24.548637,genomics,2023-07-25,2024-01-18,177.0,Proceedings of the National Academy of Sciences of the United States of America,0.876,169,166,2023,minor,weakened,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,pilot
10.1101/2024.09.21.614237,biophysics,2024-09-24,2024-12-02,69.0,Journal of computational chemistry,0.9619,152,151,2024,minor,unchanged,method,method,unchanged,unchanged,minor,unchanged,pilot
10.1101/767095,animal behavior and cognition,2019-09-12,2023-06-28,1385.0,Neurobiology of learning and memory,0.9297,234,237,2019,minor,weakened,association,association,unchanged,unchanged,minor,weakened,pilot
10.1101/2022.07.20.500780,cancer biology,2022-07-21,2022-12-22,154.0,Molecular cancer,0.9697,182,184,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,pilot
10.1101/2024.01.12.575421,developmental biology,2024-01-13,2024-09-26,257.0,"Development (Cambridge, England)",0.5341,249,183,2024,major,weakened,mechanism,mechanism,major,unchanged,major,unchanged,pilot
10.1101/2022.08.02.502427,microbiology,2022-08-02,2023-03-07,217.0,"Pathogens (Basel, Switzerland)",0.2809,294,185,2022,minor,unchanged,association,association,major,,major,,pilot
10.1101/2022.05.13.491831,evolutionary biology,2022-05-13,2023-05-04,356.0,Molecular biology and evolution,0.6065,191,260,2022,minor,unchanged,mechanism,mechanism,major,unchanged,major,weakened,pilot
